id,psu,country,wave,q1,wt,stratum,Q1001,Q1002,Q1003,Q1005,Q100,Q101,Q102,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q209B,Q501,Q501A,Q266,Q263,Q516A,Q512,Q515A2,Q511
15794,184,Palestine,5,150003,1.4013779812471296,6,35.0,2.0,4.0,4.0,1.0,4,2,2.0,3,4.0,2.0,1.0,2.0,2.0,2,2,2.0,2.0,2.0,2,3.0,96.0
15795,184,Palestine,5,150003,1.6273700543979999,6,50.0,1.0,7.0,1.0,2.0,4,2,3.0,4,4.0,2.0,2.0,3.0,2.0,2,2,2.0,1.0,1.0,7,1.0,10.0
15796,201,Palestine,5,150003,1.6273700543979999,6,45.0,2.0,6.0,4.0,3.0,4,2,3.0,4,4.0,4.0,4.0,4.0,2.0,2,1,1.0,2.0,1.0,6,3.0,0.0
15797,201,Palestine,5,150003,1.4013779812471296,6,44.0,2.0,4.0,4.0,3.0,4,4,2.0,1,3.0,3.0,3.0,3.0,2.0,2,2,2.0,3.0,3.0,6,2.0,3.0
15798,201,Palestine,5,150003,1.1356385585471,6,39.0,1.0,3.0,98.0,3.0,4,5,3.0,3,4.0,4.0,4.0,4.0,2.0,2,1,1.0,3.0,2.0,4,3.0,5.0
15801,201,Palestine,5,150003,1.8759544734673201,6,27.0,1.0,5.0,6.0,2.0,4,4,2.0,4,4.0,4.0,3.0,4.0,3.0,2,1,2.0,2.0,3.0,5,3.0,1.0
15802,201,Palestine,5,150003,1.2403004783255,6,21.0,1.0,4.0,5.0,2.0,4,2,2.0,1,4.0,1.0,2.0,1.0,3.0,2,2,2.0,3.0,2.0,4,3.0,3.0
15803,210,Palestine,5,150009,0.8230432648726609,25,42.0,2.0,2.0,4.0,2.0,4,5,2.0,3,4.0,3.0,2.0,4.0,4.0,2,2,2.0,2.0,98.0,6,1.0,2.0
15804,192,Palestine,5,150003,1.1356385585471,6,53.0,1.0,6.0,1.0,1.0,3,2,2.0,2,3.0,3.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,9,1.0,7.0
15805,192,Palestine,5,150003,1.2403004783255,6,19.0,2.0,4.0,5.0,2.0,4,5,2.0,2,4.0,3.0,3.0,3.0,3.0,2,2,2.0,1.0,3.0,10,3.0,5.0
15806,245,Palestine,5,150012,1.13463797274115,31,58.0,2.0,3.0,4.0,2.0,4,5,4.0,3,3.0,2.0,4.0,1.0,3.0,1,1,1.0,2.0,3.0,6,3.0,6.0
15807,245,Palestine,5,150012,1.8743016118199,31,26.0,2.0,6.0,6.0,3.0,3,4,2.0,1,3.0,4.0,2.0,4.0,3.0,1,2,2.0,4.0,2.0,5,4.0,4.0
15808,221,Palestine,5,150009,1.96690536043479,23,27.0,1.0,4.0,2.0,1.0,3,3,2.0,3,1.0,1.0,2.0,3.0,2.0,2,2,2.0,1.0,1.0,6,2.0,6.0
15809,234,Palestine,5,150002,1.6043487081936598,4,29.0,1.0,6.0,98.0,2.0,4,3,2.0,3,4.0,4.0,3.0,3.0,3.0,2,2,2.0,2.0,2.0,1,3.0,5.0
15810,234,Palestine,5,150002,2.54638263887702,4,64.0,2.0,5.0,3.0,2.0,4,5,2.0,4,4.0,4.0,3.0,3.0,4.0,2,2,1.0,3.0,3.0,0,3.0,0.0
15811,246,Palestine,5,150012,0.47162994376262396,32,19.0,2.0,5.0,4.0,1.0,3,2,1.0,2,3.0,4.0,2.0,2.0,2.0,2,2,2.0,1.0,3.0,5,2.0,6.0
